topicID	topic	Level1	Words1	Level2	Words2	Level3	Words3	Level4	Words4	Level5	Words5	Level6	Words6
44	drosophila_melanogaster drosophila behavioral_isolation resistance drosophila_adaptation stress seasonal analysis evolution behavioral_isolation_between chromosome_number_evolution drosophila_mate_choice history behavioral_ecology behavioral_isolation_mating_behavior behavioral_plasticity chromosome_evolution drosophila_physiology traits wild balancing_selection behavioral body_size chromosome_insights chromosome_resistance chromosome_size chromosome_wide development drosophila_drosophila drosophila_hybrid specialization across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	4	selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	7	selection life_history phenotypic_plasticity drosophila_melanogaster drosophila effects morphology birds response convergent_evolution invasive_species competition evolution life expression life_history_strategy maternal_effects p	13	life_history drosophila_melanogaster drosophila competition life expression life_history_strategy plasticity rapid tolerance beetle rapid_adaptation behavioral_isolation resistance trade_offs drosophila_adaptation life_history_tra	26	life_history drosophila_melanogaster drosophila life life_history_strategy rapid rapid_adaptation behavioral_isolation resistance drosophila_adaptation life_history_traits stress predation rapid_diversification seasonal analysis u	52	drosophila_melanogaster drosophila behavioral_isolation resistance drosophila_adaptation stress seasonal analysis evolution behavioral_isolation_between chromosome_number_evolution drosophila_mate_choice history behavioral_ecology
6	selection invasive_species multiple genomics breeding genetics invasive polymorphism invasive_plants breeding_system invasive_mechanisms invasive_plant metabolic_rate selective change genes macroevolution metabolic mutualism signatures trees across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations adaptive_radiation adaptive_shifts age american american_black american_freshwater_fishes	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	4	selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	7	selection life_history phenotypic_plasticity drosophila_melanogaster drosophila effects morphology birds response convergent_evolution invasive_species competition evolution life expression life_history_strategy maternal_effects p	14	selection phenotypic_plasticity effects birds response convergent_evolution invasive_species morphology maternal_effects evolution phenotypic phenotypic_divergence major multiple phenotypic_variation genomics hypothesis specializa	27	selection invasive_species multiple genomics breeding genetics invasive polymorphism invasive_plants breeding_system invasive_mechanisms invasive_plant metabolic_rate selective change genes macroevolution metabolic mutualism signa	53	(same)
16	phenotypic_plasticity birds phenotypic phenotypic_divergence major phenotypic_variation hypothesis test temperature animal_diversity distribution phenotypic_diversification phenotypic_genetic_trade_offs species loci animal_behavior animal_model animal_speciation architecture distance exploring networks phenotypic_data phenotypic_evolution species_tree sympatric_speciation temperature_dependent temperature_size animal snp across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	4	selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	7	selection life_history phenotypic_plasticity drosophila_melanogaster drosophila effects morphology birds response convergent_evolution invasive_species competition evolution life expression life_history_strategy maternal_effects p	14	selection phenotypic_plasticity effects birds response convergent_evolution invasive_species morphology maternal_effects evolution phenotypic phenotypic_divergence major multiple phenotypic_variation genomics hypothesis specializa	28	phenotypic_plasticity effects birds response convergent_evolution morphology maternal_effects evolution phenotypic phenotypic_divergence major phenotypic_variation hypothesis specialization test maternal reproductive_isolation tem	55	phenotypic_plasticity birds phenotypic phenotypic_divergence major phenotypic_variation hypothesis test temperature animal_diversity distribution phenotypic_diversification phenotypic_genetic_trade_offs species loci animal_behavio
37	effects response convergent_evolution morphology maternal_effects evolution specialization maternal reproductive_isolation reproductive_isolation_between_two two convergent inbreeding body_size individual individual_based maternal_resource reproductive_allocation colonization conflict system across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations adaptive_radiation adaptive_shifts age american american_black american_freshwater_fishes	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	4	selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	7	selection life_history phenotypic_plasticity drosophila_melanogaster drosophila effects morphology birds response convergent_evolution invasive_species competition evolution life expression life_history_strategy maternal_effects p	14	selection phenotypic_plasticity effects birds response convergent_evolution invasive_species morphology maternal_effects evolution phenotypic phenotypic_divergence major multiple phenotypic_variation genomics hypothesis specializa	28	phenotypic_plasticity effects birds response convergent_evolution morphology maternal_effects evolution phenotypic phenotypic_divergence major phenotypic_variation hypothesis specialization test maternal reproductive_isolation tem	56	effects response convergent_evolution morphology maternal_effects evolution specialization maternal reproductive_isolation reproductive_isolation_between_two two convergent inbreeding body_size individual individual_based maternal
7	reproductive_isolation arabidopsis_thaliana reproductive reproductive_isolation_speciation qtl_mapping neotropical seed arabidopsis reproductive_allocation reproductive_isolation_between_two freshwater reproductive_isolation_hybrid freshwater_fish reproductive_biology reproductive_isolation_ecological_speciation reproductive_isolation_rapid_radiation arabidopsis_mutation_fitness freshwater_gene_expression interaction qtl_ecological_genomics reproductive_isolation_between size basis freshwater_fishes qtl reproductive_character across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations adaptive_radiation	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	4	selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	8	sexual_selection reproductive_isolation mate_choice fitness hybridization arabidopsis_thaliana hybrid sexual_dimorphism populations mating_system sex genetic_variation reproductive sex_determination reproductive_isolation_speciati	15	reproductive_isolation fitness hybridization arabidopsis_thaliana hybrid reproductive reproductive_isolation_speciation hybrid_zone epistasis mitochondrial balancing_selection qtl_mapping environment inbreeding mitochondrial_dna n	29	reproductive_isolation hybridization arabidopsis_thaliana hybrid reproductive reproductive_isolation_speciation hybrid_zone mitochondrial qtl_mapping environment inbreeding mitochondrial_dna neotropical seed arabidopsis genetics r	57	reproductive_isolation arabidopsis_thaliana reproductive reproductive_isolation_speciation qtl_mapping neotropical seed arabidopsis reproductive_allocation reproductive_isolation_between_two freshwater reproductive_isolation_hybri
20	hybridization hybrid hybrid_zone mitochondrial environment inbreeding mitochondrial_dna genetics hybrid_zone_hybridization mitochondrial_nuclear_incompatibility method hybrid_fitness hybrid_zone_hybrid_zone incompatibility island_biogeography mitochondrial_dna_nuclear mitochondrial_nuclear_coevolution versus genes island mitochondrial_genome mitochondrial_sequence multiple development across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape adaptive_landscape_ecological_speciation adaptive_landscape_population_genomics adaptive_mutations adaptive_radiation adaptive_shifts age	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	4	selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	8	sexual_selection reproductive_isolation mate_choice fitness hybridization arabidopsis_thaliana hybrid sexual_dimorphism populations mating_system sex genetic_variation reproductive sex_determination reproductive_isolation_speciati	15	reproductive_isolation fitness hybridization arabidopsis_thaliana hybrid reproductive reproductive_isolation_speciation hybrid_zone epistasis mitochondrial balancing_selection qtl_mapping environment inbreeding mitochondrial_dna n	29	reproductive_isolation hybridization arabidopsis_thaliana hybrid reproductive reproductive_isolation_speciation hybrid_zone mitochondrial qtl_mapping environment inbreeding mitochondrial_dna neotropical seed arabidopsis genetics r	58	hybridization hybrid hybrid_zone mitochondrial environment inbreeding mitochondrial_dna genetics hybrid_zone_hybridization mitochondrial_nuclear_incompatibility method hybrid_fitness hybrid_zone_hybrid_zone incompatibility island_
46	fitness epistasis balancing_selection bacteriophage between polyploidy mutations field bacteriophage_novelty_host_parasite_predator family between_populations offspring_conflict modeling bacteriophage_novelty bacteriophage_virus between_breeding between_co between_parasite between_reef between_sympatric between_trees determination differentiation morphology selection coli during human methods offspring across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution adaptive_genomics adaptive_landscape	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	4	selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	8	sexual_selection reproductive_isolation mate_choice fitness hybridization arabidopsis_thaliana hybrid sexual_dimorphism populations mating_system sex genetic_variation reproductive sex_determination reproductive_isolation_speciati	15	reproductive_isolation fitness hybridization arabidopsis_thaliana hybrid reproductive reproductive_isolation_speciation hybrid_zone epistasis mitochondrial balancing_selection qtl_mapping environment inbreeding mitochondrial_dna n	30	fitness epistasis balancing_selection bacteriophage between polyploidy mutations field bacteriophage_novelty_host_parasite_predator family between_populations offspring_conflict modeling bacteriophage_novelty bacteriophage_virus b	59	(same)
9	sexual_selection sexual_dimorphism sexual_conflict male sexual frequency_dependent_selection sperm_competition frequency human male_male_competition sperm frequency_dependent male_fitness next_generation_sequencing sexual_competition sexual_trait_size sperm_size transcriptomics fishes male_male male_mate_choice male_mate_preference male_trait_evolution sexual_asexual_host sexual_trait_evolution sperm_offspring_reproduction transcriptome_gene_expression drive male_like sexual_signal sperm_variation long transcriptome across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	4	selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	8	sexual_selection reproductive_isolation mate_choice fitness hybridization arabidopsis_thaliana hybrid sexual_dimorphism populations mating_system sex genetic_variation reproductive sex_determination reproductive_isolation_speciati	16	sexual_selection mate_choice sexual_dimorphism populations mating_system sex genetic_variation sex_determination mating mating_behavior sex_ratio sexual_conflict genetic mimicry male male_male_competition sexual female_preference 	31	sexual_selection mate_choice sexual_dimorphism mating_system mating mating_behavior sexual_conflict male male_male_competition sexual female_preference frequency_dependent_selection female assortative_mating can mate sperm_competi	61	sexual_selection sexual_dimorphism sexual_conflict male sexual frequency_dependent_selection sperm_competition frequency human male_male_competition sperm frequency_dependent male_fitness next_generation_sequencing sexual_competit
49	mate_choice mating_system mating mating_behavior female_preference female assortative_mating can mate fly island island_biogeography male_male_competition shifts change female_choice mating_preference assortative assortative_mating_male assortative_mating_speciation mating_generation_diversity association genetic_architecture island_colonization island_fly isolation_distance male male_effect male_fitness mate_preference phylogenetic_signal extreme across adaptation adaptive adaptive_animal adaptive_divergence adaptive_diversification adaptive_dynamics adaptive_evolution	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	4	selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	8	sexual_selection reproductive_isolation mate_choice fitness hybridization arabidopsis_thaliana hybrid sexual_dimorphism populations mating_system sex genetic_variation reproductive sex_determination reproductive_isolation_speciati	16	sexual_selection mate_choice sexual_dimorphism populations mating_system sex genetic_variation sex_determination mating mating_behavior sex_ratio sexual_conflict genetic mimicry male male_male_competition sexual female_preference 	31	sexual_selection mate_choice sexual_dimorphism mating_system mating mating_behavior sexual_conflict male male_male_competition sexual female_preference frequency_dependent_selection female assortative_mating can mate sperm_competi	62	mate_choice mating_system mating mating_behavior female_preference female assortative_mating can mate fly island island_biogeography male_male_competition shifts change female_choice mating_preference assortative assortative_matin
38	populations sex genetic_variation sex_determination sex_ratio genetic mimicry during genetic_basis genetic_structure sex_allocation sex_chromosome_evolution sex_specific genetic_architecture genetic_conflict genetic_differentiation genetic_diversity offspring_conflict offspring_size sex_determination_reef_coral genetic_analysis_reveals using genetic_adaptation genetic_analysis genetic_divergence genetic_drift genetic_environmental genetic_mechanisms genetic_signatures offspring phenotypic_divergence sex_effects sex_recombination association high across adaptation adaptive adaptive_animal adaptive_divergence	2	adaptation evolution selection phenotypic_plasticity life_history sexual_selection reproductive_isolation local_adaptation experimental_evolution genetic_variation climate_change genomics mate_choice fitness genetic hybridization 	4	selection life_history sexual_selection reproductive_isolation phenotypic_plasticity mate_choice fitness hybridization drosophila_melanogaster arabidopsis_thaliana drosophila effects morphology hybrid sexual_dimorphism populations	8	sexual_selection reproductive_isolation mate_choice fitness hybridization arabidopsis_thaliana hybrid sexual_dimorphism populations mating_system sex genetic_variation reproductive sex_determination reproductive_isolation_speciati	16	sexual_selection mate_choice sexual_dimorphism populations mating_system sex genetic_variation sex_determination mating mating_behavior sex_ratio sexual_conflict genetic mimicry male male_male_competition sexual female_preference 	32	populations sex genetic_variation sex_determination sex_ratio genetic mimicry during genetic_basis genetic_structure sex_allocation sex_chromosome_evolution sex_specific genetic_architecture genetic_conflict genetic_differentiatio	63	(same)
